route,viewport,state,sourcePath,stagingPath,differencePath,sourceWidth,sourceHeight,stagingWidth,stagingHeight,dimensionsEqual,changedPixels,totalPixels,changedPixelPercent,meanAbsoluteChannelDelta,channelDeltaThreshold,allowedChangedPixelPercent,evidenceComplete
"/upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026/","desktop","dropdown-open","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\desktop\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\dropdown-open.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\desktop\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\dropdown-open.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\desktop\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\dropdown-open.png","339","459","340","458","false","18597","156060","11.916570549788542","15.427130590798411","24","0.5","true"
"/upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026/","desktop","footer","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\desktop\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\footer.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\desktop\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\footer.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\desktop\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\footer.png","1440","774","1440","733","false","266030","1114560","23.868611828883147","37.512097150445015","24","0.5","true"
"/upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026/","desktop","floating-actions","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\desktop\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\floating-actions.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\desktop\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\floating-actions.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\desktop\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\floating-actions.png","1440","1000","1440","1000","true","349644","1440000","24.280833333333334","36.46710069444445","24","0.5","true"
"/upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026/","tablet","header-initial","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\tablet\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\header-initial.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\tablet\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\header-initial.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\tablet\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\header-initial.png","768","90","768","90","true","168","69120","0.24305555555555555","0.055357831790123456","24","0.5","true"
"/upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026/","tablet","header-sticky","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\tablet\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\header-sticky.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\tablet\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\header-sticky.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\tablet\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\header-sticky.png","768","90","768","90","true","2110","69120","3.052662037037037","3.8664930555555554","24","0.5","true"
"/upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026/","tablet","menu-open","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\tablet\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\menu-open.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\tablet\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\menu-open.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\tablet\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\menu-open.png","768","1024","768","1024","true","145975","786432","18.561681111653648","20.230311075846355","24","0.5","true"
"/upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026/","tablet","submenu-open","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\tablet\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\submenu-open.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\tablet\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\submenu-open.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\tablet\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\submenu-open.png","768","1024","768","1024","true","163506","786432","20.790863037109375","22.858361138237846","24","0.5","true"
"/upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026/","tablet","footer","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\tablet\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\footer.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\tablet\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\footer.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\tablet\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\footer.png","768","759","768","1117","false","407250","857856","47.47300246195166","102.60958987677807","24","0.5","true"
"/upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026/","tablet","floating-actions","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\tablet\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\floating-actions.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\tablet\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\floating-actions.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\tablet\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\floating-actions.png","768","1024","768","1024","true","343766","786432","43.712107340494796","88.72896660698785","24","0.5","true"
"/upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026/","mobile","header-initial","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\mobile\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\header-initial.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\mobile\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\header-initial.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\mobile\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\header-initial.png","390","90","390","90","true","168","35100","0.47863247863247865","0.10901234567901234","24","0.5","true"
"/upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026/","mobile","header-sticky","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\mobile\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\header-sticky.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\mobile\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\header-sticky.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\mobile\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\header-sticky.png","390","90","390","90","true","3681","35100","10.487179487179487","16.074425451092118","24","0.5","true"
"/upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026/","mobile","menu-open","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\mobile\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\menu-open.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\mobile\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\menu-open.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\mobile\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\menu-open.png","390","844","390","844","true","25970","329160","7.88978004617815","13.584777413213432","24","0.5","true"
"/upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026/","mobile","submenu-open","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\mobile\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\submenu-open.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\mobile\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\submenu-open.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\mobile\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\submenu-open.png","390","844","390","844","true","38147","329160","11.589196743225179","17.45906550006076","24","0.5","true"
"/upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026/","mobile","footer","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\mobile\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\footer.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\mobile\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\footer.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\mobile\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\footer.png","390","1396","390","1426","false","169155","556140","30.415902470600926","54.547352585080496","24","0.5","true"
"/upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026/","mobile","floating-actions","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\mobile\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\floating-actions.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\mobile\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\floating-actions.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\mobile\upah-pasang-aircond-selangor-panduan-harga-pemasangan-2026\floating-actions.png","390","844","390","844","true","62728","329160","19.056993559363228","32.483474095677884","24","0.5","true"
"/service/building-renovation/","desktop","header-initial","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\desktop\service__building-renovation\header-initial.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\desktop\service__building-renovation\header-initial.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\desktop\service__building-renovation\header-initial.png","1440","171","1440","171","true","129826","246240","52.72335932423652","107.85634205111545","24","0.5","true"
"/service/building-renovation/","desktop","header-sticky","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\desktop\service__building-renovation\header-sticky.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\desktop\service__building-renovation\header-sticky.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\desktop\service__building-renovation\header-sticky.png","1440","100","1440","100","true","28790","144000","19.993055555555557","24.687453703703703","24","0.5","true"
"/service/building-renovation/","desktop","dropdown-open","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\desktop\service__building-renovation\dropdown-open.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\desktop\service__building-renovation\dropdown-open.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\desktop\service__building-renovation\dropdown-open.png","339","459","340","458","false","19303","156060","12.368960656157887","15.735061301208937","24","0.5","true"
"/service/building-renovation/","desktop","footer","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\desktop\service__building-renovation\footer.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\desktop\service__building-renovation\footer.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\desktop\service__building-renovation\footer.png","1440","774","1440","733","false","266367","1114560","23.89884797588286","37.75986517848598","24","0.5","true"
"/service/building-renovation/","desktop","floating-actions","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\desktop\service__building-renovation\floating-actions.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\desktop\service__building-renovation\floating-actions.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\desktop\service__building-renovation\floating-actions.png","1440","1000","1440","1000","true","484343","1440000","33.634930555555556","53.782516898148145","24","0.5","true"
"/service/building-renovation/","tablet","header-initial","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\tablet\service__building-renovation\header-initial.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\tablet\service__building-renovation\header-initial.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\tablet\service__building-renovation\header-initial.png","768","90","768","90","true","168","69120","0.24305555555555555","0.055357831790123456","24","0.5","true"
"/service/building-renovation/","tablet","header-sticky","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\tablet\service__building-renovation\header-sticky.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\tablet\service__building-renovation\header-sticky.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\tablet\service__building-renovation\header-sticky.png","768","90","768","90","true","168","69120","0.24305555555555555","0.05539641203703704","24","0.5","true"
"/service/building-renovation/","tablet","menu-open","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\tablet\service__building-renovation\menu-open.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\tablet\service__building-renovation\menu-open.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\tablet\service__building-renovation\menu-open.png","768","1024","768","1024","true","194975","786432","24.792353312174477","13.390105777316624","24","0.5","true"
"/service/building-renovation/","tablet","submenu-open","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\tablet\service__building-renovation\submenu-open.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\tablet\service__building-renovation\submenu-open.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\tablet\service__building-renovation\submenu-open.png","768","1024","768","1024","true","214603","786432","27.288182576497395","16.392331017388237","24","0.5","true"
"/service/building-renovation/","tablet","footer","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\tablet\service__building-renovation\footer.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\tablet\service__building-renovation\footer.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\tablet\service__building-renovation\footer.png","768","760","768","1117","false","404568","857856","47.160362578334826","101.92554422498259","24","0.5","true"
"/service/building-renovation/","tablet","floating-actions","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\tablet\service__building-renovation\floating-actions.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\tablet\service__building-renovation\floating-actions.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\tablet\service__building-renovation\floating-actions.png","768","1024","768","1024","true","402779","786432","51.21599833170573","89.27929941813152","24","0.5","true"
"/service/building-renovation/","mobile","header-initial","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\mobile\service__building-renovation\header-initial.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\mobile\service__building-renovation\header-initial.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\mobile\service__building-renovation\header-initial.png","390","90","390","90","true","168","35100","0.47863247863247865","0.10901234567901234","24","0.5","true"
"/service/building-renovation/","mobile","header-sticky","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\mobile\service__building-renovation\header-sticky.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\mobile\service__building-renovation\header-sticky.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\mobile\service__building-renovation\header-sticky.png","390","90","390","90","true","168","35100","0.47863247863247865","0.10908831908831909","24","0.5","true"
"/service/building-renovation/","mobile","menu-open","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\mobile\service__building-renovation\menu-open.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\mobile\service__building-renovation\menu-open.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\mobile\service__building-renovation\menu-open.png","390","844","390","844","true","4354","329160","1.3227609673107303","1.7186120225219752","24","0.5","true"
"/service/building-renovation/","mobile","submenu-open","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\mobile\service__building-renovation\submenu-open.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\mobile\service__building-renovation\submenu-open.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\mobile\service__building-renovation\submenu-open.png","390","844","390","844","true","19935","329160","6.056325191396281","7.143083404220845","24","0.5","true"
"/service/building-renovation/","mobile","footer","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\mobile\service__building-renovation\footer.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\mobile\service__building-renovation\footer.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\mobile\service__building-renovation\footer.png","390","1397","390","1426","false","168388","556140","30.27798755708994","54.16205272053799","24","0.5","true"
"/service/building-renovation/","mobile","floating-actions","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\mobile\service__building-renovation\floating-actions.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\mobile\service__building-renovation\floating-actions.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\mobile\service__building-renovation\floating-actions.png","390","844","390","844","true","62689","329160","19.045145218130997","32.44405253777292","24","0.5","true"
"/electrical-services-selangor/","desktop","header-initial","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\desktop\electrical-services-selangor\header-initial.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\desktop\electrical-services-selangor\header-initial.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\desktop\electrical-services-selangor\header-initial.png","1440","171","1440","171","true","129811","246240","52.71726770630279","107.76706329867879","24","0.5","true"
"/electrical-services-selangor/","desktop","header-sticky","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\desktop\electrical-services-selangor\header-sticky.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\desktop\electrical-services-selangor\header-sticky.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\desktop\electrical-services-selangor\header-sticky.png","1440","100","1440","100","true","28802","144000","20.001388888888886","24.470916666666668","24","0.5","true"
"/electrical-services-selangor/","desktop","dropdown-open","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\desktop\electrical-services-selangor\dropdown-open.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\desktop\electrical-services-selangor\dropdown-open.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\desktop\electrical-services-selangor\dropdown-open.png","339","459","340","458","false","19189","156060","12.295911828783801","15.340420351146994","24","0.5","true"
"/electrical-services-selangor/","desktop","footer","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\desktop\electrical-services-selangor\footer.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\desktop\electrical-services-selangor\footer.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\desktop\electrical-services-selangor\footer.png","1440","774","1440","733","false","266158","1114560","23.88009618145277","37.45455815149775","24","0.5","true"
"/electrical-services-selangor/","desktop","floating-actions","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\desktop\electrical-services-selangor\floating-actions.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\desktop\electrical-services-selangor\floating-actions.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\desktop\electrical-services-selangor\floating-actions.png","1440","1000","1440","1000","true","561929","1440000","39.022847222222225","62.11881597222222","24","0.5","true"
"/electrical-services-selangor/","tablet","header-initial","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\tablet\electrical-services-selangor\header-initial.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\tablet\electrical-services-selangor\header-initial.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\tablet\electrical-services-selangor\header-initial.png","768","90","768","90","true","168","69120","0.24305555555555555","0.055357831790123456","24","0.5","true"
"/electrical-services-selangor/","tablet","header-sticky","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\tablet\electrical-services-selangor\header-sticky.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\tablet\electrical-services-selangor\header-sticky.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\tablet\electrical-services-selangor\header-sticky.png","768","90","768","90","true","168","69120","0.24305555555555555","0.05539641203703704","24","0.5","true"
"/electrical-services-selangor/","tablet","menu-open","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\tablet\electrical-services-selangor\menu-open.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\tablet\electrical-services-selangor\menu-open.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\tablet\electrical-services-selangor\menu-open.png","768","1024","768","1024","true","120332","786432","15.301005045572916","12.183920118543837","24","0.5","true"
"/electrical-services-selangor/","tablet","submenu-open","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\tablet\electrical-services-selangor\submenu-open.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\tablet\electrical-services-selangor\submenu-open.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\tablet\electrical-services-selangor\submenu-open.png","768","1024","768","1024","true","139855","786432","17.783482869466148","15.115122477213541","24","0.5","true"
"/electrical-services-selangor/","tablet","footer","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\tablet\electrical-services-selangor\footer.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\tablet\electrical-services-selangor\footer.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\tablet\electrical-services-selangor\footer.png","768","760","768","1117","false","404545","857856","47.157681475678906","101.92177941286184","24","0.5","true"
"/electrical-services-selangor/","tablet","floating-actions","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\tablet\electrical-services-selangor\floating-actions.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\tablet\electrical-services-selangor\floating-actions.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\tablet\electrical-services-selangor\floating-actions.png","768","1024","768","1024","true","340522","786432","43.299611409505204","88.26355319552951","24","0.5","true"
"/electrical-services-selangor/","mobile","header-initial","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\mobile\electrical-services-selangor\header-initial.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\mobile\electrical-services-selangor\header-initial.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\mobile\electrical-services-selangor\header-initial.png","390","90","390","90","true","168","35100","0.47863247863247865","0.10901234567901234","24","0.5","true"
"/electrical-services-selangor/","mobile","header-sticky","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\mobile\electrical-services-selangor\header-sticky.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\mobile\electrical-services-selangor\header-sticky.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\mobile\electrical-services-selangor\header-sticky.png","390","90","390","90","true","168","35100","0.47863247863247865","0.10908831908831909","24","0.5","true"
"/electrical-services-selangor/","mobile","menu-open","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\mobile\electrical-services-selangor\menu-open.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\mobile\electrical-services-selangor\menu-open.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\mobile\electrical-services-selangor\menu-open.png","390","844","390","844","true","4374","329160","1.3288370397375138","1.6983746506258355","24","0.5","true"
"/electrical-services-selangor/","mobile","submenu-open","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\mobile\electrical-services-selangor\submenu-open.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\mobile\electrical-services-selangor\submenu-open.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\mobile\electrical-services-selangor\submenu-open.png","390","844","390","844","true","19866","329160","6.035362741523879","6.959367278324624","24","0.5","true"
"/electrical-services-selangor/","mobile","footer","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\mobile\electrical-services-selangor\footer.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\mobile\electrical-services-selangor\footer.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\mobile\electrical-services-selangor\footer.png","390","1397","390","1426","false","169879","556140","30.546085518035028","54.75424173769195","24","0.5","true"
"/electrical-services-selangor/","mobile","floating-actions","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\source\mobile\electrical-services-selangor\floating-actions.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\staging\mobile\electrical-services-selangor\floating-actions.png","C:\Users\BGF\OneDrive\Documents\rkreno\.audit-cache\prompt-1-2\differences\mobile\electrical-services-selangor\floating-actions.png","390","844","390","844","true","62541","329160","19.000182282172805","32.291525904322114","24","0.5","true"
